proposer_index,slot,declared_client
6405,623706,teku
2488,537560,undecided
2144,74365,undecided
46262,628749,undecided
48738,544365,undecided
21416,669597,undecided
34915,569534,undecided
45761,639856,undecided
76376,467450,lighthouse
2169,670102,undecided
264,422955,undecided
39561,582984,prysm
40910,665481,undecided
25184,589631,undecided
16987,476164,lighthouse
51736,617014,undecided
10518,87763,undecided
7462,431841,undecided
24365,656442,undecided
37648,666877,undecided
20014,523858,prysm
28543,654110,prysm
13220,591081,undecided
31548,585090,undecided
7303,518320,undecided
46243,581034,undecided
37957,572614,undecided
52330,658617,lighthouse
13776,428867,undecided
23055,419386,prysm
70280,629945,undecided
7942,502309,undecided
22790,243026,lighthouse
23652,638701,undecided
35555,580109,undecided
45651,561059,undecided
7865,613519,undecided
17948,483061,undecided
43527,661664,undecided
16092,669271,undecided
10134,422310,lodestar
1789,504798,lighthouse
7656,666729,undecided
9730,671068,prysm
7568,624027,undecided
37736,660614,undecided
7239,599586,undecided
36612,639417,undecided
49776,528826,undecided
7355,654924,undecided
39417,434510,prysm
14381,632655,undecided
20022,559089,prysm
11464,72196,undecided
37522,489875,undecided
44817,657991,lighthouse
18552,443083,undecided
14941,397756,prysm
28681,467113,undecided
45181,379392,lighthouse
51943,641528,undecided
19045,456622,prysm
32795,466001,undecided
20928,412536,undecided
15205,598063,undecided
27706,653533,prysm
24614,596741,undecided
23176,448037,undecided
67342,612294,undecided
51996,596244,undecided
24573,597716,undecided
443,617356,undecided
7052,583173,lighthouse
39759,656185,undecided
33247,657907,undecided
6490,651074,teku
38321,653157,undecided
14137,550704,undecided
36506,591408,undecided
48119,644571,prysm
16772,472458,undecided
29921,455411,undecided
49017,638187,undecided
14719,404186,prysm
48836,614880,undecided
1474,447589,lighthouse
31963,622993,undecided
12854,427599,undecided
26666,494169,undecided
5702,640768,teku
33133,650040,undecided
20924,392569,undecided
11466,33871,undecided
66772,494232,undecided
75939,653954,undecided
44037,380882,undecided
9424,415920,nimbus
26618,496184,lighthouse
24056,338273,undecided
52238,628328,lodestar
11851,461069,undecided
6958,347335,prysm
31752,577385,undecided
46706,632780,undecided
25298,611326,undecided
31944,637598,undecided
32466,655376,undecided
5649,644882,teku
65467,586744,undecided
24354,625323,undecided
4420,624744,undecided
38297,546119,undecided
10157,93467,undecided
44295,418679,undecided
5874,617420,teku
35626,576704,undecided
3045,564986,undecided
11590,70859,undecided
62326,524204,undecided
66490,671191,undecided
70863,426131,undecided
30846,651249,undecided
1012,652766,undecided
42424,516682,prysm
3270,36523,undecided
33254,510491,undecided
26759,434965,prysm
19436,659272,prysm
43170,419046,prysm
23922,639986,undecided
26056,544407,prysm
33486,634008,undecided
41237,626134,undecided
1738,499087,lighthouse
27553,244630,undecided
52630,507810,undecided
2281,644603,undecided
25197,659101,undecided
19509,493192,prysm
61769,479587,undecided
10105,90016,undecided
37854,521853,undecided
42184,580701,undecided
40824,666568,undecided
2722,665232,undecided
21691,304428,prysm
11205,105392,undecided
64383,436612,undecided
57821,319042,undecided
10413,69090,undecided
13473,435373,undecided
4446,656116,undecided
55523,464421,undecided
23931,663600,undecided
64438,643675,undecided
50634,660889,undecided
379,587843,undecided
16368,605279,undecided
28243,460864,prysm
25289,600781,undecided
50354,482767,lighthouse
22474,127618,lighthouse
2119,484287,undecided
5472,579781,teku
65797,406919,undecided
11989,590382,undecided
57872,534779,undecided
47952,606589,prysm
9427,404468,nimbus
55389,480737,undecided
78797,545029,undecided
25011,666903,undecided
79548,671991,undecided
33025,539330,undecided
36813,599715,undecided
5832,631840,teku
42346,566468,lighthouse
50909,668895,undecided
32767,573669,prysm
4538,659011,undecided
12985,3538,undecided
43083,462307,prysm
73861,466134,undecided
1737,454390,lighthouse
15824,569047,lighthouse
45792,662978,undecided
13527,463803,undecided
23540,491951,undecided
5880,626879,teku
46988,666130,undecided
25282,509561,undecided
27942,636976,prysm
44637,603238,lighthouse
37232,444895,undecided
981,655488,undecided
69203,637562,undecided
23831,459199,undecided
15581,408566,undecided
33270,665502,undecided
27212,471430,prysm
54576,533284,undecided
39504,592651,prysm
14646,657488,undecided
54532,492494,undecided
27637,230281,undecided
6325,647194,teku
38605,521450,lighthouse
25124,625831,undecided
17030,663126,undecided
44597,592420,lighthouse
50827,657309,undecided
1619,410309,lighthouse
17689,660684,prysm
11539,50480,undecided
38158,510711,undecided
25674,192635,undecided
35484,606845,undecided
17656,433614,prysm
4193,460809,lighthouse
37752,653855,undecided
33966,588009,undecided
46412,346312,undecided
5644,550651,teku
39338,661527,undecided
35869,611069,undecided
58501,346842,undecided
41909,658713,lighthouse
45101,667242,lighthouse
48797,606345,undecided
23656,631617,undecided
50178,612647,lighthouse
15024,68106,prysm
557,552391,undecided
15621,458243,lighthouse
27381,671848,prysm
19423,572143,prysm
150,603523,undecided
64388,633072,undecided
7542,670476,undecided
45065,662120,lighthouse
54596,533040,undecided
50989,562368,undecided
57377,622458,undecided
50622,548810,undecided
36721,529084,undecided
3838,21157,undecided
400,594957,undecided
34456,231050,prysm
20623,469080,prysm
44643,619391,lighthouse
35040,601736,undecided
42000,655830,lighthouse
15082,645661,lighthouse
23097,36080,undecided
12317,577196,undecided
28281,432367,prysm
51391,626641,undecided
65347,659966,undecided
39463,482205,prysm
17986,574901,undecided
18908,468395,undecided
70063,628125,undecided
55538,502879,undecided
77750,641512,undecided
49460,620913,undecided
49978,498686,teku
4232,518591,lighthouse
28891,457409,undecided
39404,285405,prysm
19172,486513,prysm
40277,424986,undecided
58884,386389,undecided
29786,631042,undecided
55375,664609,undecided
42087,624298,undecided
2829,214088,undecided
15943,526994,prysm
8884,439797,nimbus
26518,477485,undecided
36560,645774,undecided
5107,435955,lighthouse
15857,61827,undecided
61422,491447,undecided
17923,469103,prysm
5100,270294,prysm
20900,502198,undecided
37298,442608,lighthouse
11674,371174,undecided
7336,627180,undecided
20249,344043,lighthouse
179,613524,undecided
28531,195624,prysm
46985,466622,undecided
20593,611683,lighthouse
53562,629317,undecided
57734,372845,undecided
43770,661010,undecided
50639,548741,undecided
34530,243574,lighthouse
27305,610034,prysm
24544,588220,undecided
62237,504776,undecided
43372,623793,undecided
17163,267293,lighthouse
28925,651633,undecided
29830,581189,undecided
50012,440553,prysm
41581,596114,undecided
37065,591453,undecided
22408,45651,undecided
14355,593197,undecided
28945,503583,undecided
64787,618431,undecided
7991,624321,undecided
29442,633120,undecided
54673,530563,undecided
7703,661022,undecided
21137,333182,lighthouse
2464,602401,undecided
5211,331245,teku
47823,404340,prysm
5823,671570,teku
32585,461031,lighthouse
9736,671653,prysm
30725,168527,undecided
65011,647092,undecided
1505,514882,lighthouse
30494,268470,undecided
10177,95249,undecided
30259,620295,undecided
6722,66931,prysm
79327,639992,undecided
73397,499349,prysm
14608,657118,prysm
62599,478212,undecided
21995,571528,prysm
32377,388269,undecided
38681,657374,undecided
47302,513983,undecided
54264,571628,undecided
7502,482488,undecided
35565,469193,lighthouse
24834,668008,undecided
47504,331376,undecided
31226,226647,prysm
1108,485076,lighthouse
12950,625970,undecided
69859,580084,undecided
44388,667246,undecided
25675,75570,undecided
75375,540691,undecided
19477,667531,prysm
31903,357506,undecided
63527,470955,undecided
19748,519535,prysm
45890,606432,undecided
701,655312,undecided
2452,645194,undecided
26546,399344,undecided
52444,550443,undecided
3133,72538,undecided
54464,514269,undecided
26494,335561,undecided
20017,667755,prysm
23765,611572,undecided
41389,499127,undecided
36447,643417,undecided
9553,582635,undecided
468,664239,undecided
38058,633436,undecided
35093,608716,undecided
36264,631017,undecided
32086,416747,undecided
37531,522310,undecided
61283,512495,undecided
21033,325735,undecided
46517,647006,undecided
14614,70824,undecided
14164,634303,undecided
7234,622073,undecided
58493,353317,undecided
59441,667620,undecided
24965,629183,undecided
14550,428864,prysm
48282,628770,prysm
37875,521221,undecided
23921,659691,undecided
37441,665580,undecided
15226,132148,lighthouse
26343,374939,undecided
55150,666418,undecided
34558,155710,lighthouse
25330,581140,teku
54209,568737,undecided
79317,639878,undecided
49604,576576,undecided
64537,644206,undecided
73014,641531,undecided
51695,571490,undecided
17661,567179,prysm
40296,417933,undecided
56012,308144,prysm
267,457381,undecided
13732,238021,lighthouse
32246,666125,undecided
25088,501848,undecided
45290,491559,lighthouse
29182,461436,undecided
25659,641041,lighthouse
39622,527117,undecided
47134,433578,undecided
69204,641869,undecided
26120,471348,undecided
36132,634581,undecided
20671,445779,prysm
11823,625427,undecided
30265,511588,undecided
17124,471202,lighthouse
23006,272646,prysm
111,601278,undecided
35870,550548,undecided
5930,408360,teku
71130,512900,undecided
41926,659128,lighthouse
46195,612772,undecided
17103,336075,lighthouse
43065,668053,prysm
67860,640175,undecided
20548,487728,prysm
76876,656123,undecided
48344,640776,prysm
16814,407019,prysm
5695,668775,teku
23682,612790,undecided
37901,613958,undecided
1024,589793,undecided
38565,251609,prysm
30000,491557,undecided
60066,435325,undecided
7788,630237,undecided
39651,655213,undecided
23196,469932,undecided
45362,466035,lighthouse
8482,297748,nimbus
35131,624022,undecided
74817,650202,undecided
4051,94504,undecided
1787,510793,lighthouse
40860,629583,undecided
2591,624986,undecided
71330,619022,undecided
17939,616244,undecided
40316,497204,lighthouse
61743,523180,undecided
36968,551618,undecided
47451,519718,prysm
34946,591226,undecided
68417,611143,lighthouse
5183,330001,lighthouse
48896,583741,undecided
14046,671966,undecided
15665,441860,undecided
7963,548458,undecided
53,570881,undecided
6928,77330,undecided
24347,626057,undecided
11180,523095,undecided
34618,374675,undecided
70849,635630,prysm
22540,463718,prysm
21778,65357,undecided
20844,408291,prysm
40908,669552,undecided
5102,546370,undecided
2120,40000,undecided
24436,654834,undecided
36739,555032,undecided
46503,386515,undecided
24449,644683,undecided
15240,252855,lighthouse
24613,552747,undecided
25126,665880,undecided
73582,663547,undecided
7905,618846,undecided
63664,665831,undecided
17443,467784,lighthouse
56453,351396,undecided
52467,658180,undecided
20370,428176,prysm
19115,476147,prysm
18358,503784,prysm
42893,512499,prysm
4444,613573,undecided
42495,475926,prysm
5578,570012,teku
100,616475,undecided
45323,284288,lighthouse
24066,570982,undecided
7589,569565,undecided
2135,634690,undecided
74986,561604,undecided
10810,14784,undecided
6075,600779,teku
56876,357502,undecided
831,670530,undecided
21574,661689,prysm
7107,79156,undecided
35537,606034,undecided
48780,619031,undecided
4981,157276,undecided
66486,546517,undecided
52305,315774,undecided
50554,558149,undecided
20170,367861,prysm
10517,91025,undecided
19514,479238,prysm
1042,462001,lighthouse
66402,610689,undecided
79108,567873,undecided
117,568379,undecided
41356,631739,undecided
19917,478384,prysm
2632,649270,undecided
6587,360294,teku
48969,551830,undecided
63614,653372,undecided
1157,667071,lighthouse
15356,427350,prysm
47087,505797,undecided
35636,600264,undecided
35958,578408,undecided
1840,465006,lighthouse
11135,98457,undecided
45993,576057,undecided
60380,350761,undecided
28489,413787,undecided
43489,668265,undecided
38143,364969,undecided
24040,661119,undecided
43746,648647,undecided
3333,58029,undecided
33751,671965,undecided
23585,597017,undecided
49921,414214,undecided
33562,547616,undecided
59470,567559,undecided
80038,537304,undecided
1996,450857,lighthouse
54565,490486,undecided
32302,430358,undecided
47595,557527,undecided
15182,646681,undecided
40242,617849,undecided
16138,285353,lighthouse
6260,494887,teku
31473,516017,prysm
4706,139231,undecided
71885,642187,undecided
14162,596509,undecided
16557,449967,undecided
51485,595395,undecided
7287,578182,undecided
8035,566355,undecided
48926,651350,undecided
36618,637059,undecided
16045,636302,undecided
22413,64755,undecided
1182,432550,lighthouse
12416,632029,undecided
12721,492167,undecided
22844,222629,lighthouse
42079,623650,undecided
50439,669498,lighthouse
39817,651486,nimbus
12698,109350,lighthouse
681,620356,undecided
29602,622189,undecided
44366,578838,undecided
62681,383448,undecided
16477,627727,undecided
76423,544351,lighthouse
33052,538940,undecided
54174,664439,lighthouse
1477,541987,lighthouse
46149,641381,undecided
27727,461314,prysm
59446,437268,undecided
9642,426620,prysm
19646,395711,prysm
23653,665202,undecided
39418,592453,prysm
62236,459418,undecided
72699,591865,undecided
20768,671322,lighthouse
57044,597633,undecided
51629,660350,undecided
41139,667603,undecided
76322,648199,lighthouse
6616,237644,undecided
40653,647486,undecided
9001,192900,nimbus
19090,408969,undecided
27612,235924,undecided
17958,370687,undecided
9701,598751,prysm
18290,232399,undecided
67367,618453,undecided
30660,646004,undecided
74402,620559,undecided
34121,656801,undecided
36285,585322,undecided
45219,435485,lighthouse
6771,639198,undecided
31013,629973,undecided
52005,662827,undecided
80374,635603,undecided
33617,662455,undecided
12425,661742,prysm
23186,496103,undecided
5187,655777,undecided
37087,620298,undecided
301,609083,undecided
24458,515032,undecided
25237,671585,undecided
33036,621525,undecided
30185,658402,undecided
6070,622199,teku
68674,647849,undecided
12501,495940,undecided
24224,589791,prysm
50311,476504,teku
47629,651527,prysm
45071,615492,lighthouse
39520,585018,prysm
20558,450824,teku
37401,425701,undecided
5123,656463,undecided
32454,581660,undecided
45736,638714,undecided
19108,470766,undecided
6094,667972,teku
56895,343250,undecided
55083,474506,undecided
68821,658137,undecided
18515,490233,prysm
35238,500821,lighthouse
64782,629156,undecided
24985,567188,undecided
993,671988,undecided
15539,670133,undecided
24376,610736,undecided
32226,569387,lighthouse
2226,636947,undecided
7451,547153,undecided
47658,659164,prysm
8015,511459,undecided
24694,588668,undecided
35631,600817,undecided
25493,549428,undecided
39806,599163,nimbus
55058,569088,undecided
336,592468,undecided
18544,428525,prysm
52535,671149,undecided
41911,622794,lighthouse
6179,665792,teku
30016,648627,undecided
64815,623261,undecided
66154,506211,undecided
20190,287256,prysm
6183,617321,teku
36166,653712,undecided
26907,475389,undecided
